Username,Adjective,LogNumber,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
pedro,0.000195596577422421,1.0,-0.11100979088313898,-0.4858316259645381,0.24664133830706533,0.38300613216305734,-0.16488517534581312,-0.1294708460908754,-0.22037013523679433,0.18853283002112417,-0.020128760126274146,0.3015590452299942,-0.17653234786057387,0.25983667238877406,0.2656740925749453,-0.184115554027585,0.2037572184144274,-0.26139978277168,-0.01178858783499006,-0.1075755179948731
pedro,0.0002460873578544459,1.0,-0.06917447556140527,-0.2766320603258464,0.05649348250661265,0.17180601168740833,-0.16603666328792313,-0.20217086493753858,-0.0164796109148238,-0.5543483375523908,0.04949601855582683,-0.2321591284798916,-0.09825132135442476,-0.44067738684670155,0.2365826196087782,-0.0854919881481081,-0.062402419441512536,-0.1751512066231858,-0.09853958886829763,0.37710212800086107
pedro,0.0022746570348777992,1.0,0.16552517314176574,0.45246533002648603,0.005059022468205863,-0.5677412560030128,0.05955796736660552,0.0988362582068241,-0.1730038001376813,0.06768658084983627,0.0266233165197407,0.18025664974281463,-0.07105438791551313,0.11379755945674548,0.3492538621170778,0.37559819030128927,0.06221707936248457,0.08133087258811753,-0.2412538642089949,-0.12145795282741402
pedro,0.0004843134019720072,1.0,-0.2914012122084354,0.1609646732119634,-0.16559345420937036,-0.33246026212023083,0.39626629065036467,0.26192017507426496,-0.3430214058212379,0.1284254748838037,0.1397419555737426,0.19723108601972936,-0.15674840441514284,0.07760699943180228,-0.2954986305861871,-0.05367863701761343,-0.17851597339347228,-0.1583025695789099,0.37476153347046465,-0.12183278199532138
pedro,0.00037224288718812375,2.0,0.11853260511132876,-0.1494119814200513,0.580117108346196,0.1496569197342871,-0.02420824455128771,-0.26949805788262937,-0.052384027825552064,-0.04593885720068203,0.15011672310940394,0.26042409960342244,0.028656830855843734,0.1574317239905181,0.08252900246072001,-0.06018919625842585,0.5747507850671264,-0.1260887315169557,-0.07119361734830917,-0.2211842608650065
pedro,0.002904729521126737,2.0,0.2501754845711377,0.10274562369124507,0.3772314650490516,-0.03692274341031015,-0.1299400937555251,0.023243014985173442,0.3008901485908561,-0.019145513888734218,0.5472123662401157,-0.053581792352425175,0.07824279221797757,-0.026040503100949942,-0.229608840415747,0.3296191811322581,0.31722152646344615,0.2786271042858743,-0.05176200085444916,-0.1530989386901114
pedro,-0.00035049370707997,2.0,0.022028718827545417,0.2257862363594445,0.020780585863217023,-0.015353041774692822,0.25626530615176135,-0.41042896174300403,-0.1297991590925504,0.08715451714443541,0.18259678582245764,0.27871343906563756,0.16322248590569682,0.5030554966575335,0.11929451812367821,-0.2615467671692936,-0.21529262419600717,-0.32033504339905633,0.18609577871645605,0.17982220308315106
pedro,0.0002058096298801289,2.0,0.32943356532126594,-0.14716937528171514,0.4293781443908807,0.10013335841333089,-0.3144938488520088,-0.18810390076785774,0.2802008294180414,-0.13530023142596576,0.25575016619766794,-0.05693351919608545,0.22443841923364427,-0.11423804036789431,0.1812781916476052,0.10453183199414456,0.4035368227135445,0.040106263950679996,-0.31563611532730157,-0.06615492512062941
pedro,2.1990603800425834e-05,2.0,-0.0919331194534276,0.21739569650300183,-0.49799031339078814,-0.22957905767750886,-0.09811107930972812,-0.05633633193931742,-0.3219737253738716,-0.0032035175252350615,-0.2698510145860852,0.031561996378210076,-0.2774225821893666,0.13525093487005668,0.19175571227134444,0.06539264482900191,-0.4898014448113385,-0.06325630450026425,-0.04569031588866359,0.2664524394107481
pedro,0.0005048949028965398,2.0,-0.37991173475889856,0.08940754693816855,-0.3262583643832076,-0.15985298983784751,0.3051634551912469,0.21727132681235506,-0.27328645520728,0.049587860414835226,-0.1301087421646771,-0.07012474934031122,0.31332055648776014,0.08388447170302173,-0.26055980455068667,-0.08210998574511223,-0.30438761074354065,-0.03700883506894761,0.33434604019588127,0.30117355593840306
pedro,1.4624667971900451e-05,3.0,0.4070687990324317,-0.009023715842354507,0.3112243605379296,-0.030368531093704132,-0.3115659464628978,-0.25641312230787483,0.33959150134009647,-0.10383119983502465,0.20844973726585653,-0.15050955619919068,-0.27506336220487837,-0.12213520435778757,0.14111180331182563,0.24431280286143028,0.30492335210206245,0.029325815157203065,-0.1736296144036878,-0.29536133192230657
pedro,0.0007147173385822815,3.0,-0.18981895214238867,-0.39223537514500706,0.09215175253343653,0.5470055811925976,0.08315649228631483,-0.09702464995994622,0.03137020208262804,-0.3766005621680715,0.20644478806125244,-0.1309400090546438,0.028875336115677625,-0.1430858244356383,-0.11994657117366929,-0.43513695686982873,0.16247335135646485,-0.054903912697639126,0.1106264337068484,0.1296865583389096
xxx,0.0004887617846989431,1.0,0.20285793789727155,-0.15182805898064988,-0.09031799412428351,0.060902618394365414,-0.34760955519852693,-0.08570560234985189,-0.1215506026788804,-0.039019435093316034,-0.07804623173414414,0.44737266109417273,-0.261943929231377,0.07770392442337408,0.4134501645654013,0.020117939392670085,-0.1640630681858546,-0.16947440427673194,-0.49644755074946734,-0.1585095303465262
xxx,-9.300429398655631e-05,1.0,0.08749297495356465,0.18316077562185562,0.07705631506857889,-0.22208858923770655,-0.22607147477244413,-0.011874021542825347,0.1482386515320524,0.49366267083246984,0.046982257436397085,0.13178730776379383,-0.27878238710274617,0.5215428521641112,0.14100949543646385,0.26166781369946635,0.30846858991958886,-0.13244704433164026,-0.1274403052388082,-0.0041976802277815415
xxx,0.00010264695204499708,1.0,-0.4438442967085801,0.46110238887585475,0.0008633384799482903,-0.1591582444205815,0.19142769242764904,-0.025574168120407106,-0.44048201304369433,0.1943896684545389,0.19673608290623637,0.03162587704040615,0.19221694531624137,0.13198557755677923,-0.29695206438393756,0.21651293945141756,-0.2285093277121227,0.04999553355439591,0.09598043600526085,0.053710963795286434
xxx,0.0004130866807050626,2.0,0.4912525304397591,-0.08982096669629969,0.2842219356483591,-0.02999280968368927,-0.2480001833631224,-0.011090000972229883,0.4099408913103046,-0.2030969862308154,0.04888882200187401,-0.06608151462890804,-0.2233400590711399,-0.03207062065388687,0.3939084727679498,0.05610791764277173,0.27223323679353484,-0.16707382732019202,-0.2708276897789853,-0.08151109506257738
