Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
grims2,ladderActivity,0.75,standard,1,11
grims2,ladderActivity,0.75,standard,2,12
grims2,ladderActivity,0.75,standard,3,11
pedro,ladderActivity,0.75,standard,1,8
pedro,ladderActivity,0.75,standard,2,3
pedro,ladderActivity,0.75,standard,3,1
xxx,ladderActivity,0.75,standard,1,7
xxx,ladderActivity,0.75,standard,2,4
xxx,ladderActivity,0.75,standard,3,1
slasto,ladderActivity,0.75,standard,2,12
slasto,ladderActivity,0.75,standard,3,7
slasto,ladderActivity,0.75,standard,5,5
minestra,ladderActivity,0.75,standard,1,5
minestra,ladderActivity,0.75,standard,2,1
minestra,ladderActivity,0.75,standard,3,3
dan,ladderActivity,0.75,standard,1,11
dan,ladderActivity,0.75,standard,2,9
dan,ladderActivity,0.75,standard,3,7
pabluccio,ladderActivity,0.75,standard,1,6
pabluccio,ladderActivity,0.75,standard,2,9
pabluccio,ladderActivity,0.75,standard,3,6
SADAX,ladderActivity,0.75,standard,1,5
SADAX,ladderActivity,0.75,standard,2,4
SADAX,ladderActivity,0.75,standard,3,5
grims,ladderActivity,0.75,standard,1,8
grims,ladderActivity,0.75,standard,2,7
grims,ladderActivity,0.75,standard,3,10
Pa0l0l0,ladderActivity,0.75,standard,1,3
Pa0l0l0,ladderActivity,0.75,standard,2,10
Pa0l0l0,ladderActivity,0.75,standard,3,8
Pa0l0l0,ladderActivity,0.75,standard,4,1
Pa0l0l0,ladderActivity,0.75,standard,5,5
peppe,ladderActivity,0.75,standard,1,3
peppe,ladderActivity,0.75,standard,2,4
peppe,ladderActivity,0.75,standard,3,4
bigw,ladderActivity,0.75,standard,1,1
bigw,ladderActivity,0.75,standard,3,8
bigw,ladderActivity,0.75,standard,4,11
qwe,ladderActivity,0.75,standard,2,2
qwe,ladderActivity,0.75,standard,3,7
qwe,ladderActivity,0.75,standard,5,9
ocran,ladderActivity,0.75,standard,1,2
ocran,ladderActivity,0.75,standard,2,2
ocran,ladderActivity,0.75,standard,3,3
