Label,1,2,3,4,5,6,7,8,9
1,0.03741645684993431,-0.28781148088620356,0.315081756149785,-0.04870095007089357,-0.11841916100577925,-0.11661938744276049,0.18362670141880652,-0.4454560497617673,-0.09353330454804283
0,0.03360390583434129,0.35722965066620993,-0.259497479440636,0.1716830446686836,0.06185562938126682,0.11853102827938422,-0.2030756033955827,0.32330337933273035,0.021670055370737257
2,-0.7912472447446895,-0.04449856224017327,0.037322139164165075,0.05998319798620644,-0.047451466181780824,-0.17107550065110078,0.037613184561986694,0.10027698410776913,0.05173118135601462
7,0.03961499860242105,-0.5269583441010147,-0.17748286929388188,0.5187286430351824,-0.2747736644485418,0.25212280541380566,0.248577695796823,-0.0839069640925075,-0.02961243241186224
3,0.15681972667035426,0.1073307436090988,0.1223922257060436,-0.02662981904567473,0.5991177125417859,-0.34702556322261013,-0.03993995865479938,-0.0029853720820311623,-0.12969429272566385
4,0.0012564846362195015,-0.09028959501115814,0.32203726689358164,-0.13283496127230815,0.32664821320929865,0.5967274027670711,-0.20814188669471295,-0.1859655121989665,-0.21415810673063426
5,-0.21473342283123406,-0.07856060580530076,0.14138598397284294,-0.10497979839433541,0.39033041123021045,0.4643460605813643,-0.3161309045935056,0.0795345647297692,0.35338144227776874
9,0.06568370127933369,-0.16742588349118598,0.24249863409826614,-0.0955126062270489,0.12393434936360456,-0.13941874216435166,-0.763555861284698,-0.21427773359071994,0.21708498222032632
8,0.05586532124691098,0.19370362096337243,0.08045999373701247,-0.4884697158889688,-0.575290130750839,-0.06575208518056927,0.21097162138729914,0.2551249452445944,-0.286518852319211
6,0.09207822731130037,-0.20837650850677295,0.03401279968767325,-0.018801651092651264,-0.38838508286056045,0.41189420807303706,-0.1581574437775176,-0.3974986179573335,-0.5177891563110116
