Label,Adjective
0,0.0048896039227066
0,0.0031262800461842
0,0.0035719944929007
0,0.0141500367645063
0,-0.0013125744207724
0,0.0004904465601597
0,0.0071539146115939
0,0.006746901580834
0,0.0044089063426469
0,0.0001302612321962
0,0.0166645770296655
0,-0.0023064642818555
0,0.0004186197858674
0,0.0097398279541845
0,0.0006299684849258
0,0.0045290039978561
0,0.0065596835642054
0,-8.673686992575007e-06
0,0.0002712597674514
0,0.0015454702446501
0,0.0001361530302072
0,0.0007578274066322
0,-0.0004089542526675
0,-0.0010320090552319
0,0.0001233755352523
0,0.0072796274716769
0,0.0003176922133133
0,0.0002984823864394
0,-0.0004851059088718
0,-9.995814847100708e-05
0,9.575660712673938e-05
0,0.0001447418538002
0,0.0003756611914561
0,0.0007088759432062
0,0.0001800208311215
0,0.0004983225854901
0,0.0004234691762635
0,0.0010452363977555
0,0.0026553423046143
0,-0.0002789967721966
0,0.0005294751091056
0,0.0001389456752162
0,0.0001170269358424
0,0.0003455985320351
0,0.0002668513222702
0,6.711493218669465e-05
0,-9.597825661965742e-05
0,0.000750700835996
0,-0.0002034972181195
0,0.0007828380145954
0,0.0037098392514569
0,0.0002586139384146
0,0.0036530104016768
0,3.538092504926294e-05
0,0.0018526586135501
0,-3.671748296034476e-05
0,0.0042957920990707
0,9.153498112056922e-05
0,0.0004380110836879
0,-8.636332316187822e-06
0,0.0002495336372279
0,0.0001621591973518
0,0.0006759959367747
0,0.0025260311244812
0,0.0001012096908075
0,0.0002220939193048
0,0.0006847821164556
0,-0.0003460372516512
0,0.0003603047518012
0,-0.0004551152640911
0,0.0026943225969461
0,-1.8316243636283595e-05
0,0.0001300981043319
0,0.0006823221546753
0,-7.208940055453402e-05
0,0.0011127728336609
0,0.0012974286276086
0,0.0021940805788598
0,0.0001512121083039
0,0.001296306031073
0,0.0019376586185174
0,0.0001082927755076
0,0.0002360077842477
0,0.0026298818639023
0,0.0007645051455591
0,0.0006610144704664
0,1.794095835037458e-05
0,-0.0014107336711014
0,0.0014614792569052
0,0.0002735464093235
0,0.0031418411428539
0,0.0005353975051559
0,0.0010551672516165
0,0.0119327906635356
0,0.0008130083513015
0,0.0132217546353229
0,-0.0006084530916177
0,0.0043271492059541
0,0.00310731046083
0,0.0019333743299361
0,0.0072246137433621
0,-0.001904690776109
0,0.0005699670150122
0,0.0107720239680537
0,9.502041141923669e-05
0,0.0078119402641792
0,0.0022294142038002
0,0.0003040399305714
0,0.0100503950828376
0,0.004780360751125
0,0.0090796306977768
0,0.0046022002881602
0,-0.000653127948172
0,9.284241385066388e-06
0,8.18365289561181e-07
0,-0.0020881562397598
0,0.0001755898517367
0,0.0004499579120811
0,0.0044025669472307
0,-0.0004418283998161
0,0.000132688757887
0,2.6997637261028044e-05
0,1.3439147853047156e-05
0,0.0004114589123097
0,3.579392828311012e-05
0,0.0001131808552097
0,8.376990886788958e-05
0,-1.2104188677820304e-05
0,-7.628122723289148e-05
0,0.0010376273280027
0,0.0005287835877623
0,0.0012802712204512
0,-9.88966547695209e-05
0,0.0007459445428409
0,0.0007956784739265
0,0.0030464643691276
0,0.0029010512064553
0,0.0031795727277631
0,0.0042140018005367
0,0.0015087583705522
0,0.0026978334209408
0,0.0003110420397457
0,2.448782022011955e-05
0,6.233881233705987e-05
0,0.0002400136381726
0,-1.732042538721965e-05
0,5.331385006746271e-05
0,-0.0004934097489629
0,7.722387273192585e-05
0,0.0001012921259236
0,0.0017799680856002
0,0.0013775832114588
0,-0.0019406156179372
0,0.0006967872726532
0,0.0004709738631036
0,0.0001741366357279
0,0.0001316415538521
