Label,1,2,3,4,5,6,7,8,9
0,-0.052271029887820356,0.07470247512382276,0.009849867982007956,-0.02945805458246825,0.0669668719749552,0.05800728269918898,-0.09690059119750617,0.019478704973077965,-0.0030527095045761836
