Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,trashActivity,0.5,robust,1,11
pedro,trashActivity,0.5,robust,2,9
pedro,trashActivity,0.5,robust,3,7
xxx,trashActivity,0.5,robust,1,12
xxx,trashActivity,0.5,robust,2,2
xxx,trashActivity,0.5,robust,3,2
slasto,trashActivity,0.5,robust,1,7
slasto,trashActivity,0.5,robust,2,1
minestra,trashActivity,0.5,robust,1,3
minestra,trashActivity,0.5,robust,2,1
minestra,trashActivity,0.5,robust,3,10
dan,trashActivity,0.5,robust,1,7
dan,trashActivity,0.5,robust,2,1
dan,trashActivity,0.5,robust,3,9
pabluccio,trashActivity,0.5,robust,1,9
pabluccio,trashActivity,0.5,robust,2,21
pabluccio,trashActivity,0.5,robust,3,14
SADAX,trashActivity,0.5,robust,1,6
SADAX,trashActivity,0.5,robust,2,9
SADAX,trashActivity,0.5,robust,3,4
Pa0l0l0,trashActivity,0.5,robust,1,19
Pa0l0l0,trashActivity,0.5,robust,2,2
Pa0l0l0,trashActivity,0.5,robust,3,14
peppe,trashActivity,0.5,robust,1,5
peppe,trashActivity,0.5,robust,2,4
peppe,trashActivity,0.5,robust,3,4
bigw,trashActivity,0.5,robust,1,2
bigw,trashActivity,0.5,robust,3,2
qwe,trashActivity,0.5,robust,2,9
ocran,trashActivity,0.5,robust,2,9
ocran,trashActivity,0.5,robust,3,4
