Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,trashActivity,0.7,robust,1,2
pedro,trashActivity,0.7,robust,2,4
pedro,trashActivity,0.7,robust,3,5
xxx,trashActivity,0.7,robust,1,6
xxx,trashActivity,0.7,robust,2,2
xxx,trashActivity,0.7,robust,3,2
slasto,trashActivity,0.7,robust,1,1
slasto,trashActivity,0.7,robust,2,1
minestra,trashActivity,0.7,robust,1,1
minestra,trashActivity,0.7,robust,2,1
minestra,trashActivity,0.7,robust,3,7
dan,trashActivity,0.7,robust,1,6
dan,trashActivity,0.7,robust,2,1
dan,trashActivity,0.7,robust,3,2
pabluccio,trashActivity,0.7,robust,1,4
pabluccio,trashActivity,0.7,robust,2,9
pabluccio,trashActivity,0.7,robust,3,5
SADAX,trashActivity,0.7,robust,1,2
SADAX,trashActivity,0.7,robust,2,8
SADAX,trashActivity,0.7,robust,3,4
Pa0l0l0,trashActivity,0.7,robust,1,7
Pa0l0l0,trashActivity,0.7,robust,2,2
Pa0l0l0,trashActivity,0.7,robust,3,6
peppe,trashActivity,0.7,robust,1,3
peppe,trashActivity,0.7,robust,2,3
peppe,trashActivity,0.7,robust,3,2
bigw,trashActivity,0.7,robust,1,2
bigw,trashActivity,0.7,robust,3,2
qwe,trashActivity,0.7,robust,2,2
ocran,trashActivity,0.7,robust,2,5
ocran,trashActivity,0.7,robust,3,4
