Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,trashActivity,0.7,standard,1,4
pedro,trashActivity,0.7,standard,2,6
pedro,trashActivity,0.7,standard,3,2
xxx,trashActivity,0.7,standard,1,3
xxx,trashActivity,0.7,standard,2,5
xxx,trashActivity,0.7,standard,3,9
slasto,trashActivity,0.7,standard,1,3
slasto,trashActivity,0.7,standard,2,6
minestra,trashActivity,0.7,standard,1,4
minestra,trashActivity,0.7,standard,2,7
minestra,trashActivity,0.7,standard,3,4
dan,trashActivity,0.7,standard,1,4
dan,trashActivity,0.7,standard,2,2
dan,trashActivity,0.7,standard,3,1
pabluccio,trashActivity,0.7,standard,1,4
pabluccio,trashActivity,0.7,standard,2,8
pabluccio,trashActivity,0.7,standard,3,8
SADAX,trashActivity,0.7,standard,1,5
SADAX,trashActivity,0.7,standard,2,7
SADAX,trashActivity,0.7,standard,3,4
Pa0l0l0,trashActivity,0.7,standard,1,5
Pa0l0l0,trashActivity,0.7,standard,2,3
Pa0l0l0,trashActivity,0.7,standard,3,5
peppe,trashActivity,0.7,standard,1,4
peppe,trashActivity,0.7,standard,2,5
peppe,trashActivity,0.7,standard,3,2
bigw,trashActivity,0.7,standard,1,11
bigw,trashActivity,0.7,standard,3,9
qwe,trashActivity,0.7,standard,2,7
ocran,trashActivity,0.7,standard,2,5
ocran,trashActivity,0.7,standard,3,12
