Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,trashActivity,0.3,standard,1,49
pedro,trashActivity,0.3,standard,2,45
pedro,trashActivity,0.3,standard,3,46
dan,trashActivity,0.3,standard,1,32
dan,trashActivity,0.3,standard,2,22
dan,trashActivity,0.3,standard,3,19
peppe,trashActivity,0.3,standard,1,19
peppe,trashActivity,0.3,standard,2,21
peppe,trashActivity,0.3,standard,3,22
bigw,trashActivity,0.3,standard,1,70
bigw,trashActivity,0.3,standard,3,24
qwe,trashActivity,0.3,standard,2,83
