Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,trashActivity,0.5,standard,1,18
pedro,trashActivity,0.5,standard,2,11
pedro,trashActivity,0.5,standard,3,14
xxx,trashActivity,0.5,standard,1,7
xxx,trashActivity,0.5,standard,2,21
xxx,trashActivity,0.5,standard,3,19
slasto,trashActivity,0.5,standard,1,20
slasto,trashActivity,0.5,standard,2,16
minestra,trashActivity,0.5,standard,1,16
minestra,trashActivity,0.5,standard,2,14
minestra,trashActivity,0.5,standard,3,16
dan,trashActivity,0.5,standard,1,11
dan,trashActivity,0.5,standard,2,7
dan,trashActivity,0.5,standard,3,3
pabluccio,trashActivity,0.5,standard,1,8
pabluccio,trashActivity,0.5,standard,2,24
pabluccio,trashActivity,0.5,standard,3,23
SADAX,trashActivity,0.5,standard,1,14
SADAX,trashActivity,0.5,standard,2,12
SADAX,trashActivity,0.5,standard,3,9
Pa0l0l0,trashActivity,0.5,standard,1,12
Pa0l0l0,trashActivity,0.5,standard,2,15
Pa0l0l0,trashActivity,0.5,standard,3,13
peppe,trashActivity,0.5,standard,1,6
peppe,trashActivity,0.5,standard,2,7
peppe,trashActivity,0.5,standard,3,7
bigw,trashActivity,0.5,standard,1,21
bigw,trashActivity,0.5,standard,3,14
qwe,trashActivity,0.5,standard,2,28
ocran,trashActivity,0.5,standard,2,10
ocran,trashActivity,0.5,standard,3,31
