Username,Adjective,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
pedro,0.0018909830758726542,0.032046661598108324,-0.3103547604902409,0.1066350353245175,0.005050695262561908,-0.18062808603011524,-0.39165079800069397,-0.1647242501488051,0.22241599593989528,-0.0877592665340481,0.3836096991049793,-0.24326716150669658,0.3644270793099409,0.20099145788188763,0.038153512214311874,0.08249223674234311,0.23662585314790194,-0.31675155489330725,-0.2771478327353933
pedro,0.0006723389270240085,0.03621136596562212,-0.3008918854452646,0.08818712634283297,-0.029401480883082275,-0.21552965610459426,-0.3189701828536864,-0.18708806684303952,0.20603436367592848,-0.0854166459861967,0.33197052587434517,-0.256178322746163,0.3751000597465098,0.18634153210604945,0.025020489846420635,0.030198819679230916,-0.3769999313660641,-0.26146562323934924,-0.32137529154125744
pedro,-0.0025263638704018515,0.020232626035623244,-0.3044858702078975,0.04529537924338422,-0.01433553709511192,-0.238982861159904,-0.40061706533048314,-0.1381833553646734,0.17818025838832133,-0.07362273545830078,0.40165623166181375,-0.26292873202084865,0.3876100768332826,0.17814878474964427,-0.04161334563845785,-0.02985911290308845,-0.3248135462750463,0.26609833772946995,-0.1984404552883247
pedro,-0.004583266540171445,-0.03792081983148099,0.3059077683587568,-0.07715719892454619,-0.006823451463035482,0.2043355773119742,0.3967829232353659,0.13757078312456794,-0.1712673346091137,0.07355510761754903,-0.4153354437822559,0.2565322551918037,-0.38608310692739134,-0.21067652965601058,0.025324968548433177,-0.027225405241290475,0.33352433084098454,0.2023762158550817,-0.24655644838651666
pedro,0.005831370219874564,0.0875813655255808,-0.2627621818936915,0.14246090115984864,-0.005960815806538145,-0.18507734688555835,-0.3967046828141303,-0.13823783799654515,0.10429117205526767,-0.06729997014674877,0.39539608014624855,-0.23450218645603915,0.3666541539326342,0.22823027397010587,0.11077911542474314,0.08602968803933582,-0.36273550555289863,-0.19073876466618697,-0.30220180545426
pedro,-0.00853614834920231,-0.14701661063895366,0.1784976846750883,-0.2274644507573707,0.10635884647607009,0.18100241487648108,-0.32990223351710163,-0.039476933388842145,-0.04679899014671231,-0.06316430042639637,0.4287080633286354,0.09335493616590128,-0.340903786855451,-0.05603011369911048,-0.18850402815458173,-0.038227848374614,0.4120029280921264,0.19443881609060498,-0.42157826738116033
pedro,0.036301103649377796,0.17839944719832468,-0.10539643385387364,0.26216759694701314,-0.17111329184038399,-0.1798830672100869,-0.44405816523727826,0.14961706705816039,0.0764263958284308,0.2009476663156966,-0.2596240614062024,0.0033603877999194027,0.27762572904077476,-0.03237373535734215,0.16030655929151258,0.029423859019247624,-0.4300500120161964,-0.18491561698969758,0.4118992835814941
pedro,0.0014469073177550164,0.1891386591311595,-0.05262754488189103,0.27197041348241174,-0.18885569882406583,-0.16429678298108435,-0.4155097414431094,0.19825935185084986,0.16667275152439032,0.27578779334738457,0.2571150222743751,-0.010401645351339807,0.2839524797609118,-0.07258095246357062,0.10878734514297235,0.041318289372148216,-0.40499634485804686,-0.16349760271568656,0.39067446716549015
pedro,0.04468693829871928,0.1869167478209147,-0.10959827594915379,0.24550758292140573,-0.15424812355038214,-0.176090922892618,-0.41986078926614123,0.20932585836269382,0.089526657630824,0.2419143514466208,-0.38370739911621243,-0.13253512307253282,0.16701413378375266,-0.05360864388243428,0.07856144087405784,0.04673968821106529,-0.3989915452793301,-0.18433074855525566,0.3927401087129254
pedro,0.031202700108664327,0.1802913230806617,-0.13818280431839294,0.21825487642188993,-0.12627213936764797,-0.19205820371539495,-0.2883991665211748,0.2045061883801607,0.03498246448916119,0.18735312311425648,-0.3670083450564401,-0.1570380773552794,-0.4164151121001934,-0.04039716571744341,0.06571053594565576,0.046144370505251615,-0.3910197430036361,-0.1966857055008902,0.3926755458936862
pedro,0.0031262525855727122,0.13920157007313552,-0.2260007111385014,0.12314556622033125,-0.04796545501258969,-0.27623527536189124,0.4175476520691463,0.1276542277084956,-0.01962054932408424,0.012728931071237556,-0.37487739929032654,-0.22827055268841295,-0.29238363781024274,-0.0021363398165729682,0.03150226528724137,0.03090326541835424,-0.3877169135213615,-0.23892146132683262,0.3963558804005176
