Username,Adjective,LogNumber,Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
pedro,0.0010915810833683,1.0,-1,0.0099879110682795,0.0789119256760315,-0.1119977419822588,-0.1997661877646029,-0.1846482985471541,0.2493760954968651,-0.1822278670183928,0.1492406542626813,0.0712484400442566,-0.2861772219923723,-0.0742675009624052,0.1756740751754816,0.507540296950077,0.2595796109367262,-0.3069301958021325,-0.2039028062889142,-0.3708386883741385,-0.2604353688386635
pedro,0.0006930563453226,1.0,-1,0.0253643420362067,-0.2831980326781079,-0.4007932218755421,0.3390174613756401,-0.1255618148897923,0.0656330841970034,0.2686105344812922,-0.3083307962524611,-0.1828683825554291,-0.2451064179718598,-0.1043869166494109,-0.260326573742763,0.08312354594603,0.2259178490990369,-0.3292364308765692,-0.0115322338332396,-0.2524776607862731,0.2321356630814474
pedro,-0.0077506212661212,3.0,0,-0.0556869913290423,0.1589417036151602,0.4576190803795574,-0.36850100532133,-0.0152298756643432,-0.0185243601599062,-0.2309387068365112,0.2230661909577209,0.1866547972149475,0.2388909750915296,0.0706424743738165,0.2451223148435732,-0.2102419551523427,0.1919046688614829,0.3210883727679804,0.0654965338144052,0.3192164324424493,-0.2747034694579269
pedro,0.0007428592253673,3.0,-1,-0.2410633076831166,-0.0970481551980942,0.1206416383218461,-0.0499793992067171,0.1260252254410641,0.0223521203801311,-0.2370941194670386,0.1072261750086241,-0.0141614895994113,0.1512075557452691,0.1194174021668946,0.3219741135894334,0.4965130814990077,-0.4398745365314728,-0.1600828345733176,-0.3699205184590445,0.1380053803714365,0.2623062862907498
pedro,0.004281219005579,3.0,-1,0.2771710499228985,-0.2199312035437797,0.1024578991446064,0.2619395945994294,-0.0664873394591526,-0.1656906854331887,0.2843524038917467,-0.244256889887715,0.3093570813212655,-0.1084709056900025,-0.0600422471124389,-0.3430907730745927,-0.3346173328235376,0.3740721072051452,0.0999200277031104,0.2971608036245183,0.0142049619205607,-0.2100754317264568
pedro,0.0022174548953165,3.0,-1,0.0270563196863995,-0.114367747383504,-0.4924227210370328,0.1663844005303437,-0.1382022725911204,0.1686095158430408,0.1605080840992257,-0.2483174971005362,-0.0674264201628877,-0.2746142552434736,-0.0831776097371172,-0.2056648957553884,0.0261780756110519,0.4444653045195793,-0.352497655280284,0.0959530601756005,-0.3142924096906306,0.1463513855936841
pedro,-0.0029722806214971,4.0,-1,-0.051994971604822,-0.1467338959583433,-0.464174676750706,0.2283439286780352,-0.067747300369327,0.0530723215271832,0.1213524098752441,-0.188587816905991,-0.0448587272621575,-0.2874830802090716,-0.0720376148006989,-0.2027918847649684,0.0988283452852783,0.1542701716836322,-0.440291121488839,-0.2734366590776746,-0.4296632946464767,0.1808173674363677
pedro,-0.0008473144535313,4.0,-1,0.1414997619451133,-0.087187497389974,-0.3829698036910637,0.1952320388235988,-0.2403649941986948,0.2279669092974303,0.0836012122801221,0.1064819493683739,-0.2588259346496084,0.0892380008805787,-0.2237322615470814,-0.2825282344869658,-0.2827096662654101,0.2632237741497354,0.1363844673967818,0.4517021887467181,0.1037454946847965,-0.268477346792799
pedro,0.0028175431321747,4.0,-1,-0.0197306926293216,-0.2316011291622318,-0.2086686876577097,0.246099447545082,-0.1764750685372646,-0.1423910930717354,0.1648275009325301,-0.3810319222925944,-0.6498073479159981,-0.1346861971458325,-0.0623171398408927,-0.3069715568317905,0.0216981799788382,-0.0079967794559962,0.0117388423259247,0.2188151146440256,0.064409882179459,-0.1639688458645017
pedro,0.0003757592499343,4.0,-1,-0.446066555975512,-0.3183048957367058,-0.1158243848494936,0.2584654478693812,0.4231358198088646,0.2650352615726034,-0.2894151171291034,0.1115150099407048,0.0906888310601669,0.1765528992988868,0.0761505290704578,0.1104076099305063,0.1204951879405496,-0.0984809458890091,-0.2620972612127616,-0.0934353804461427,-0.2809351355602389,0.1898715617732226
xxx,0.0001839902435979,1.0,-1,-0.2469347800459995,0.2434983917154094,0.030645223087994,0.0486411812668055,0.0190184716047723,-0.1353256260806525,-0.0116326933768931,0.0558658405691588,-0.2710782082530754,-0.0731941306351505,-0.077365116292593,0.2494412644490315,-0.2793738288691043,0.0195144861280564,0.7182845139452245,-0.294883097725953,-0.1192272440532359,0.1091520112601164
