Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,ladderActivity,0.7,minmax,1,4
pedro,ladderActivity,0.7,minmax,2,3
pedro,ladderActivity,0.7,minmax,3,2
dan,ladderActivity,0.7,minmax,1,1
dan,ladderActivity,0.7,minmax,2,1
dan,ladderActivity,0.7,minmax,3,1
peppe,ladderActivity,0.7,minmax,1,5
peppe,ladderActivity,0.7,minmax,2,3
peppe,ladderActivity,0.7,minmax,3,1
bigw,ladderActivity,0.7,minmax,1,1
bigw,ladderActivity,0.7,minmax,3,2
bigw,ladderActivity,0.7,minmax,4,2
qwe,ladderActivity,0.7,minmax,2,2
qwe,ladderActivity,0.7,minmax,3,6
qwe,ladderActivity,0.7,minmax,5,3
