Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,ladderActivity,0.5,minmax,1,10
pedro,ladderActivity,0.5,minmax,2,6
pedro,ladderActivity,0.5,minmax,3,4
dan,ladderActivity,0.5,minmax,1,1
dan,ladderActivity,0.5,minmax,2,5
dan,ladderActivity,0.5,minmax,3,10
peppe,ladderActivity,0.5,minmax,1,13
peppe,ladderActivity,0.5,minmax,2,8
peppe,ladderActivity,0.5,minmax,3,11
bigw,ladderActivity,0.5,minmax,1,4
bigw,ladderActivity,0.5,minmax,3,8
bigw,ladderActivity,0.5,minmax,4,11
qwe,ladderActivity,0.5,minmax,2,6
qwe,ladderActivity,0.5,minmax,3,22
qwe,ladderActivity,0.5,minmax,5,17
