Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,ladderActivity,0.3,minmax,1,35
pedro,ladderActivity,0.3,minmax,2,27
pedro,ladderActivity,0.3,minmax,3,25
dan,ladderActivity,0.3,minmax,1,49
dan,ladderActivity,0.3,minmax,2,47
dan,ladderActivity,0.3,minmax,3,49
peppe,ladderActivity,0.3,minmax,1,47
peppe,ladderActivity,0.3,minmax,2,28
peppe,ladderActivity,0.3,minmax,3,30
bigw,ladderActivity,0.3,minmax,1,24
bigw,ladderActivity,0.3,minmax,3,18
bigw,ladderActivity,0.3,minmax,4,28
qwe,ladderActivity,0.3,minmax,2,15
qwe,ladderActivity,0.3,minmax,3,32
qwe,ladderActivity,0.3,minmax,5,48
