Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,ladderActivity,0.7,standard,1,6
pedro,ladderActivity,0.7,standard,2,3
pedro,ladderActivity,0.7,standard,3,2
xxx,ladderActivity,0.7,standard,1,3
xxx,ladderActivity,0.7,standard,2,1
xxx,ladderActivity,0.7,standard,3,1
slasto,ladderActivity,0.7,standard,2,10
slasto,ladderActivity,0.7,standard,3,5
slasto,ladderActivity,0.7,standard,5,3
minestra,ladderActivity,0.7,standard,1,6
minestra,ladderActivity,0.7,standard,2,1
minestra,ladderActivity,0.7,standard,3,2
dan,ladderActivity,0.7,standard,1,1
dan,ladderActivity,0.7,standard,2,5
dan,ladderActivity,0.7,standard,3,6
pabluccio,ladderActivity,0.7,standard,1,4
pabluccio,ladderActivity,0.7,standard,2,2
pabluccio,ladderActivity,0.7,standard,3,9
SADAX,ladderActivity,0.7,standard,1,7
SADAX,ladderActivity,0.7,standard,2,1
SADAX,ladderActivity,0.7,standard,3,9
Pa0l0l0,ladderActivity,0.7,standard,1,1
Pa0l0l0,ladderActivity,0.7,standard,2,7
Pa0l0l0,ladderActivity,0.7,standard,3,3
Pa0l0l0,ladderActivity,0.7,standard,4,1
Pa0l0l0,ladderActivity,0.7,standard,5,5
peppe,ladderActivity,0.7,standard,1,10
peppe,ladderActivity,0.7,standard,2,1
peppe,ladderActivity,0.7,standard,3,10
bigw,ladderActivity,0.7,standard,1,1
bigw,ladderActivity,0.7,standard,3,4
bigw,ladderActivity,0.7,standard,4,9
qwe,ladderActivity,0.7,standard,2,3
qwe,ladderActivity,0.7,standard,3,11
qwe,ladderActivity,0.7,standard,5,6
ocran,ladderActivity,0.7,standard,1,3
ocran,ladderActivity,0.7,standard,2,3
ocran,ladderActivity,0.7,standard,3,4
