Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
xxx,pilotActivity,0.65,minmax,1,3
slasto,pilotActivity,0.65,minmax,1,3
minestra,pilotActivity,0.65,minmax,1,2
pabluccio,pilotActivity,0.65,minmax,1,2
Pa0l0l0,pilotActivity,0.65,minmax,1,2
ocran,pilotActivity,0.65,minmax,1,1
ocran,pilotActivity,0.65,minmax,2,1
ocran,pilotActivity,0.65,minmax,3,2
ocran,pilotActivity,0.65,minmax,4,1
ocran,pilotActivity,0.65,minmax,8,1
