Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.5,standard,1,5
pedro,sphereActivity,0.5,standard,3,4
pedro,sphereActivity,0.5,standard,4,6
xxx,sphereActivity,0.5,standard,1,7
xxx,sphereActivity,0.5,standard,2,8
xxx,sphereActivity,0.5,standard,3,6
xxx,sphereActivity,0.5,standard,4,9
xxx,sphereActivity,0.5,standard,5,9
xxx,sphereActivity,0.5,standard,6,10
slasto,sphereActivity,0.5,standard,2,13
slasto,sphereActivity,0.5,standard,3,8
slasto,sphereActivity,0.5,standard,4,20
slasto,sphereActivity,0.5,standard,6,14
slasto,sphereActivity,0.5,standard,7,8
slasto,sphereActivity,0.5,standard,8,6
minestra,sphereActivity,0.5,standard,1,4
minestra,sphereActivity,0.5,standard,2,3
minestra,sphereActivity,0.5,standard,3,8
minestra,sphereActivity,0.5,standard,4,7
minestra,sphereActivity,0.5,standard,5,4
minestra,sphereActivity,0.5,standard,6,5
dan,sphereActivity,0.5,standard,1,10
dan,sphereActivity,0.5,standard,2,10
dan,sphereActivity,0.5,standard,3,6
dan,sphereActivity,0.5,standard,4,5
dan,sphereActivity,0.5,standard,5,15
pabluccio,sphereActivity,0.5,standard,1,3
pabluccio,sphereActivity,0.5,standard,2,9
pabluccio,sphereActivity,0.5,standard,3,7
pabluccio,sphereActivity,0.5,standard,4,9
SADAX,sphereActivity,0.5,standard,1,9
SADAX,sphereActivity,0.5,standard,2,7
SADAX,sphereActivity,0.5,standard,3,5
Pa0l0l0,sphereActivity,0.5,standard,1,5
Pa0l0l0,sphereActivity,0.5,standard,2,7
Pa0l0l0,sphereActivity,0.5,standard,3,5
Pa0l0l0,sphereActivity,0.5,standard,4,5
Pa0l0l0,sphereActivity,0.5,standard,5,5
Pa0l0l0,sphereActivity,0.5,standard,6,7
peppe,sphereActivity,0.5,standard,1,9
peppe,sphereActivity,0.5,standard,2,8
peppe,sphereActivity,0.5,standard,3,17
bigw,sphereActivity,0.5,standard,1,6
bigw,sphereActivity,0.5,standard,2,11
bigw,sphereActivity,0.5,standard,3,7
bigw,sphereActivity,0.5,standard,4,9
bigw,sphereActivity,0.5,standard,5,6
bigw,sphereActivity,0.5,standard,7,11
qwe,sphereActivity,0.5,standard,1,8
qwe,sphereActivity,0.5,standard,2,8
qwe,sphereActivity,0.5,standard,3,7
qwe,sphereActivity,0.5,standard,4,15
qwe,sphereActivity,0.5,standard,6,15
ocran,sphereActivity,0.5,standard,1,5
ocran,sphereActivity,0.5,standard,2,10
ocran,sphereActivity,0.5,standard,3,9
