Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
grims2,ladderActivity,0.6,standard,1,8
grims2,ladderActivity,0.6,standard,2,12
grims2,ladderActivity,0.6,standard,3,6
pedro,ladderActivity,0.6,standard,1,6
pedro,ladderActivity,0.6,standard,2,4
pedro,ladderActivity,0.6,standard,3,2
xxx,ladderActivity,0.6,standard,1,6
xxx,ladderActivity,0.6,standard,2,6
xxx,ladderActivity,0.6,standard,3,1
slasto,ladderActivity,0.6,standard,2,18
slasto,ladderActivity,0.6,standard,3,9
slasto,ladderActivity,0.6,standard,5,6
minestra,ladderActivity,0.6,standard,1,9
minestra,ladderActivity,0.6,standard,2,2
minestra,ladderActivity,0.6,standard,3,4
dan,ladderActivity,0.6,standard,1,2
dan,ladderActivity,0.6,standard,2,14
dan,ladderActivity,0.6,standard,3,8
pabluccio,ladderActivity,0.6,standard,1,11
pabluccio,ladderActivity,0.6,standard,2,16
pabluccio,ladderActivity,0.6,standard,3,15
SADAX,ladderActivity,0.6,standard,1,12
SADAX,ladderActivity,0.6,standard,2,10
SADAX,ladderActivity,0.6,standard,3,11
grims,ladderActivity,0.6,standard,1,8
grims,ladderActivity,0.6,standard,2,9
grims,ladderActivity,0.6,standard,3,7
Pa0l0l0,ladderActivity,0.6,standard,1,1
Pa0l0l0,ladderActivity,0.6,standard,2,10
Pa0l0l0,ladderActivity,0.6,standard,3,9
Pa0l0l0,ladderActivity,0.6,standard,4,1
Pa0l0l0,ladderActivity,0.6,standard,5,8
peppe,ladderActivity,0.6,standard,1,16
peppe,ladderActivity,0.6,standard,2,7
peppe,ladderActivity,0.6,standard,3,14
bigw,ladderActivity,0.6,standard,1,1
bigw,ladderActivity,0.6,standard,3,7
bigw,ladderActivity,0.6,standard,4,10
qwe,ladderActivity,0.6,standard,2,4
qwe,ladderActivity,0.6,standard,3,16
qwe,ladderActivity,0.6,standard,5,5
ocran,ladderActivity,0.6,standard,1,3
ocran,ladderActivity,0.6,standard,2,3
ocran,ladderActivity,0.6,standard,3,6
