Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
grims2,ladderActivity,0.65,standard,1,6
grims2,ladderActivity,0.65,standard,2,10
grims2,ladderActivity,0.65,standard,3,5
pedro,ladderActivity,0.65,standard,1,5
pedro,ladderActivity,0.65,standard,2,3
pedro,ladderActivity,0.65,standard,3,2
xxx,ladderActivity,0.65,standard,1,5
xxx,ladderActivity,0.65,standard,2,3
xxx,ladderActivity,0.65,standard,3,1
slasto,ladderActivity,0.65,standard,2,13
slasto,ladderActivity,0.65,standard,3,7
slasto,ladderActivity,0.65,standard,5,5
minestra,ladderActivity,0.65,standard,1,8
minestra,ladderActivity,0.65,standard,2,1
minestra,ladderActivity,0.65,standard,3,2
dan,ladderActivity,0.65,standard,1,2
dan,ladderActivity,0.65,standard,2,6
dan,ladderActivity,0.65,standard,3,7
pabluccio,ladderActivity,0.65,standard,1,4
pabluccio,ladderActivity,0.65,standard,2,12
pabluccio,ladderActivity,0.65,standard,3,11
SADAX,ladderActivity,0.65,standard,1,11
SADAX,ladderActivity,0.65,standard,2,7
SADAX,ladderActivity,0.65,standard,3,9
grims,ladderActivity,0.65,standard,1,7
grims,ladderActivity,0.65,standard,2,8
grims,ladderActivity,0.65,standard,3,5
Pa0l0l0,ladderActivity,0.65,standard,1,1
Pa0l0l0,ladderActivity,0.65,standard,2,9
Pa0l0l0,ladderActivity,0.65,standard,3,3
Pa0l0l0,ladderActivity,0.65,standard,4,1
Pa0l0l0,ladderActivity,0.65,standard,5,6
peppe,ladderActivity,0.65,standard,1,13
peppe,ladderActivity,0.65,standard,2,2
peppe,ladderActivity,0.65,standard,3,10
bigw,ladderActivity,0.65,standard,1,1
bigw,ladderActivity,0.65,standard,3,6
bigw,ladderActivity,0.65,standard,4,9
qwe,ladderActivity,0.65,standard,2,3
qwe,ladderActivity,0.65,standard,3,11
qwe,ladderActivity,0.65,standard,5,6
ocran,ladderActivity,0.65,standard,1,3
ocran,ladderActivity,0.65,standard,2,3
ocran,ladderActivity,0.65,standard,3,5
