Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,pilotActivity,0.5,standard,1,14
xxx,pilotActivity,0.5,standard,1,3
slasto,pilotActivity,0.5,standard,1,14
minestra,pilotActivity,0.5,standard,1,22
dan,pilotActivity,0.5,standard,1,10
pabluccio,pilotActivity,0.5,standard,1,14
Pa0l0l0,pilotActivity,0.5,standard,1,33
peppe,pilotActivity,0.5,standard,1,12
bigw,pilotActivity,0.5,standard,1,37
qwe,pilotActivity,0.5,standard,1,14
ocran,pilotActivity,0.5,standard,1,1
ocran,pilotActivity,0.5,standard,2,16
ocran,pilotActivity,0.5,standard,3,10
ocran,pilotActivity,0.5,standard,4,8
ocran,pilotActivity,0.5,standard,8,10
