Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,pilotActivity,0.65,standard,1,7
xxx,pilotActivity,0.65,standard,1,2
slasto,pilotActivity,0.65,standard,1,7
minestra,pilotActivity,0.65,standard,1,11
dan,pilotActivity,0.65,standard,1,6
pabluccio,pilotActivity,0.65,standard,1,9
Pa0l0l0,pilotActivity,0.65,standard,1,15
peppe,pilotActivity,0.65,standard,1,5
bigw,pilotActivity,0.65,standard,1,12
qwe,pilotActivity,0.65,standard,1,6
ocran,pilotActivity,0.65,standard,1,1
ocran,pilotActivity,0.65,standard,2,10
ocran,pilotActivity,0.65,standard,3,7
ocran,pilotActivity,0.65,standard,4,1
ocran,pilotActivity,0.65,standard,8,6
