Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,trashActivity,0.5,quantile,1,1
pedro,trashActivity,0.5,quantile,2,1
pedro,trashActivity,0.5,quantile,3,1
xxx,trashActivity,0.5,quantile,1,1
xxx,trashActivity,0.5,quantile,2,1
xxx,trashActivity,0.5,quantile,3,1
slasto,trashActivity,0.5,quantile,1,1
slasto,trashActivity,0.5,quantile,2,1
minestra,trashActivity,0.5,quantile,1,1
minestra,trashActivity,0.5,quantile,2,1
minestra,trashActivity,0.5,quantile,3,1
dan,trashActivity,0.5,quantile,1,1
dan,trashActivity,0.5,quantile,2,1
dan,trashActivity,0.5,quantile,3,1
pabluccio,trashActivity,0.5,quantile,1,1
pabluccio,trashActivity,0.5,quantile,2,1
pabluccio,trashActivity,0.5,quantile,3,1
SADAX,trashActivity,0.5,quantile,1,1
SADAX,trashActivity,0.5,quantile,2,1
SADAX,trashActivity,0.5,quantile,3,1
Pa0l0l0,trashActivity,0.5,quantile,1,1
Pa0l0l0,trashActivity,0.5,quantile,2,1
Pa0l0l0,trashActivity,0.5,quantile,3,1
peppe,trashActivity,0.5,quantile,1,1
peppe,trashActivity,0.5,quantile,2,1
peppe,trashActivity,0.5,quantile,3,1
bigw,trashActivity,0.5,quantile,1,1
bigw,trashActivity,0.5,quantile,3,1
qwe,trashActivity,0.5,quantile,2,1
ocran,trashActivity,0.5,quantile,2,1
ocran,trashActivity,0.5,quantile,3,1
