Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.3,minmax,1,17
pedro,sphereActivity,0.3,minmax,3,11
pedro,sphereActivity,0.3,minmax,4,25
dan,sphereActivity,0.3,minmax,1,24
dan,sphereActivity,0.3,minmax,2,15
dan,sphereActivity,0.3,minmax,3,13
dan,sphereActivity,0.3,minmax,4,17
dan,sphereActivity,0.3,minmax,5,23
peppe,sphereActivity,0.3,minmax,1,16
peppe,sphereActivity,0.3,minmax,2,29
peppe,sphereActivity,0.3,minmax,3,28
bigw,sphereActivity,0.3,minmax,1,31
bigw,sphereActivity,0.3,minmax,2,19
bigw,sphereActivity,0.3,minmax,3,16
bigw,sphereActivity,0.3,minmax,4,15
bigw,sphereActivity,0.3,minmax,5,6
bigw,sphereActivity,0.3,minmax,7,25
qwe,sphereActivity,0.3,minmax,1,34
qwe,sphereActivity,0.3,minmax,2,40
qwe,sphereActivity,0.3,minmax,3,27
qwe,sphereActivity,0.3,minmax,4,27
qwe,sphereActivity,0.3,minmax,6,23
