Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.5,minmax,1,3
pedro,sphereActivity,0.5,minmax,3,4
pedro,sphereActivity,0.5,minmax,4,8
dan,sphereActivity,0.5,minmax,1,2
dan,sphereActivity,0.5,minmax,2,2
dan,sphereActivity,0.5,minmax,3,1
dan,sphereActivity,0.5,minmax,4,4
dan,sphereActivity,0.5,minmax,5,4
peppe,sphereActivity,0.5,minmax,1,1
peppe,sphereActivity,0.5,minmax,2,3
peppe,sphereActivity,0.5,minmax,3,7
bigw,sphereActivity,0.5,minmax,1,5
bigw,sphereActivity,0.5,minmax,2,4
bigw,sphereActivity,0.5,minmax,3,4
bigw,sphereActivity,0.5,minmax,4,4
bigw,sphereActivity,0.5,minmax,5,6
bigw,sphereActivity,0.5,minmax,7,6
qwe,sphereActivity,0.5,minmax,1,15
qwe,sphereActivity,0.5,minmax,2,9
qwe,sphereActivity,0.5,minmax,3,10
qwe,sphereActivity,0.5,minmax,4,13
qwe,sphereActivity,0.5,minmax,6,7
