Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.65,minmax,1,3
pedro,sphereActivity,0.65,minmax,3,3
pedro,sphereActivity,0.65,minmax,4,5
dan,sphereActivity,0.65,minmax,1,1
dan,sphereActivity,0.65,minmax,2,2
dan,sphereActivity,0.65,minmax,3,1
dan,sphereActivity,0.65,minmax,4,1
dan,sphereActivity,0.65,minmax,5,1
peppe,sphereActivity,0.65,minmax,1,1
peppe,sphereActivity,0.65,minmax,2,3
peppe,sphereActivity,0.65,minmax,3,3
bigw,sphereActivity,0.65,minmax,1,3
bigw,sphereActivity,0.65,minmax,2,2
bigw,sphereActivity,0.65,minmax,3,3
bigw,sphereActivity,0.65,minmax,4,1
bigw,sphereActivity,0.65,minmax,5,1
bigw,sphereActivity,0.65,minmax,7,2
qwe,sphereActivity,0.65,minmax,1,3
qwe,sphereActivity,0.65,minmax,2,6
qwe,sphereActivity,0.65,minmax,3,1
qwe,sphereActivity,0.65,minmax,4,3
qwe,sphereActivity,0.65,minmax,6,1
