Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.6,minmax,1,3
pedro,sphereActivity,0.6,minmax,3,3
pedro,sphereActivity,0.6,minmax,4,5
dan,sphereActivity,0.6,minmax,1,1
dan,sphereActivity,0.6,minmax,2,2
dan,sphereActivity,0.6,minmax,3,1
dan,sphereActivity,0.6,minmax,4,1
dan,sphereActivity,0.6,minmax,5,1
peppe,sphereActivity,0.6,minmax,1,1
peppe,sphereActivity,0.6,minmax,2,3
peppe,sphereActivity,0.6,minmax,3,3
bigw,sphereActivity,0.6,minmax,1,4
bigw,sphereActivity,0.6,minmax,2,2
bigw,sphereActivity,0.6,minmax,3,3
bigw,sphereActivity,0.6,minmax,4,3
bigw,sphereActivity,0.6,minmax,5,2
bigw,sphereActivity,0.6,minmax,7,3
qwe,sphereActivity,0.6,minmax,1,9
qwe,sphereActivity,0.6,minmax,2,7
qwe,sphereActivity,0.6,minmax,3,2
qwe,sphereActivity,0.6,minmax,4,7
qwe,sphereActivity,0.6,minmax,6,2
