Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.8,robust,1,2
pedro,sphereActivity,0.8,robust,3,1
pedro,sphereActivity,0.8,robust,4,4
xxx,sphereActivity,0.8,robust,1,3
xxx,sphereActivity,0.8,robust,2,1
xxx,sphereActivity,0.8,robust,3,1
xxx,sphereActivity,0.8,robust,4,1
xxx,sphereActivity,0.8,robust,5,1
xxx,sphereActivity,0.8,robust,6,6
slasto,sphereActivity,0.8,robust,2,2
slasto,sphereActivity,0.8,robust,3,1
slasto,sphereActivity,0.8,robust,4,3
slasto,sphereActivity,0.8,robust,6,2
slasto,sphereActivity,0.8,robust,7,1
slasto,sphereActivity,0.8,robust,8,4
minestra,sphereActivity,0.8,robust,1,2
minestra,sphereActivity,0.8,robust,2,1
minestra,sphereActivity,0.8,robust,3,2
minestra,sphereActivity,0.8,robust,4,3
minestra,sphereActivity,0.8,robust,5,1
minestra,sphereActivity,0.8,robust,6,2
dan,sphereActivity,0.8,robust,1,2
dan,sphereActivity,0.8,robust,2,3
dan,sphereActivity,0.8,robust,3,1
dan,sphereActivity,0.8,robust,4,2
dan,sphereActivity,0.8,robust,5,2
pabluccio,sphereActivity,0.8,robust,1,1
pabluccio,sphereActivity,0.8,robust,2,2
pabluccio,sphereActivity,0.8,robust,3,3
pabluccio,sphereActivity,0.8,robust,4,2
SADAX,sphereActivity,0.8,robust,1,3
SADAX,sphereActivity,0.8,robust,2,4
SADAX,sphereActivity,0.8,robust,3,2
Pa0l0l0,sphereActivity,0.8,robust,1,4
Pa0l0l0,sphereActivity,0.8,robust,2,3
Pa0l0l0,sphereActivity,0.8,robust,3,3
Pa0l0l0,sphereActivity,0.8,robust,4,4
Pa0l0l0,sphereActivity,0.8,robust,5,3
Pa0l0l0,sphereActivity,0.8,robust,6,3
peppe,sphereActivity,0.8,robust,1,1
peppe,sphereActivity,0.8,robust,2,1
peppe,sphereActivity,0.8,robust,3,1
bigw,sphereActivity,0.8,robust,1,1
bigw,sphereActivity,0.8,robust,2,3
bigw,sphereActivity,0.8,robust,3,2
bigw,sphereActivity,0.8,robust,4,2
bigw,sphereActivity,0.8,robust,5,2
bigw,sphereActivity,0.8,robust,7,2
qwe,sphereActivity,0.8,robust,1,1
qwe,sphereActivity,0.8,robust,2,1
qwe,sphereActivity,0.8,robust,3,1
qwe,sphereActivity,0.8,robust,4,7
qwe,sphereActivity,0.8,robust,6,6
ocran,sphereActivity,0.8,robust,1,3
ocran,sphereActivity,0.8,robust,2,3
ocran,sphereActivity,0.8,robust,3,3
grims,sphereActivity,0.8,robust,1,1
grims,sphereActivity,0.8,robust,2,2
grims,sphereActivity,0.8,robust,3,2
grims,sphereActivity,0.8,robust,4,2
grims,sphereActivity,0.8,robust,5,2
grims,sphereActivity,0.8,robust,6,4
grims2,sphereActivity,0.8,robust,1,1
grims2,sphereActivity,0.8,robust,2,2
grims2,sphereActivity,0.8,robust,3,1
grims2,sphereActivity,0.8,robust,4,1
grims2,sphereActivity,0.8,robust,5,3
grims2,sphereActivity,0.8,robust,6,3
grims2,sphereActivity,0.8,robust,7,3
grims2,sphereActivity,0.8,robust,8,1
grims2,sphereActivity,0.8,robust,9,2
grims2,sphereActivity,0.8,robust,10,4
