Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,sphereActivity,0.3,robust,1,7
pedro,sphereActivity,0.3,robust,3,4
pedro,sphereActivity,0.3,robust,4,10
dan,sphereActivity,0.3,robust,1,4
dan,sphereActivity,0.3,robust,2,22
dan,sphereActivity,0.3,robust,3,4
dan,sphereActivity,0.3,robust,4,3
dan,sphereActivity,0.3,robust,5,11
peppe,sphereActivity,0.3,robust,1,2
peppe,sphereActivity,0.3,robust,2,1
peppe,sphereActivity,0.3,robust,3,1
bigw,sphereActivity,0.3,robust,1,11
bigw,sphereActivity,0.3,robust,2,15
bigw,sphereActivity,0.3,robust,3,14
bigw,sphereActivity,0.3,robust,4,2
bigw,sphereActivity,0.3,robust,5,5
bigw,sphereActivity,0.3,robust,7,10
qwe,sphereActivity,0.3,robust,1,6
qwe,sphereActivity,0.3,robust,2,14
qwe,sphereActivity,0.3,robust,3,6
qwe,sphereActivity,0.3,robust,4,30
qwe,sphereActivity,0.3,robust,6,20
