Label,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.02168659824945517,0.03768598080686337,-0.03125004231817159,-0.037450352033256584,-0.0035881543933726236,-0.006658596750843907,0.015938593324697766,0.041772176537740575,-0.028206234079788273,0.020254509391843614,0.00638136900244576,0.041462839823578845,0.02309779164964869,0.009845814168605473,-0.035548249357161,0.01769353869463333,0.01843436374419057,-0.025654853118879658
