Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
ladderActivity,ladderActivity,suffix_tree,0.7,6,2,0,6.0,0.0001,1e-06,0.0,1,1,True,0.0
ladderActivity,ladderActivity,suffix_tree,0.7,6,6,1,4.0,1e-06,1e-06,0.0,1,1,True,0.1666666666666666
ladderActivity,ladderActivity,suffix_tree,0.7,6,14,5,4.0,1e-06,0.0,0.0,0,1,False,0.3571428571428571
ladderActivity,ladderActivity,suffix_tree,0.7,7,9,7,4.0,1e-05,0.0,0.0,0,1,False,0.7777777777777778
ladderActivity,ladderActivity,suffix_tree,0.7,7,7,3,6.0,1e-06,1e-06,0.0,0,1,False,0.4285714285714285
ladderActivity,ladderActivity,suffix_tree,0.7,7,1,0,8.0,1e-06,0.0,0.0,0,1,False,0.0
ladderActivity,ladderActivity,suffix_tree,0.7,7,6,3,2.0,0.0001,0.0,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,7,2,1,6.0,1e-05,0.0001,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,7,4,3,4.0,0.0001,0.0,0.0,0,1,False,0.75
ladderActivity,ladderActivity,suffix_tree,0.7,7,4,3,6.0,1e-05,1e-06,0.0,0,1,False,0.75
ladderActivity,ladderActivity,suffix_tree,0.7,7,2,1,6.0,0.0001,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,7,6,3,4.0,1e-06,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,7,14,13,4.0,1e-06,0.0,0.0,0,1,False,0.9285714285714286
ladderActivity,ladderActivity,suffix_tree,0.7,8,9,6,4.0,1e-05,0.0,0.0,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,suffix_tree,0.7,8,7,3,6.0,1e-06,1e-06,0.0,1,1,True,0.4285714285714285
ladderActivity,ladderActivity,suffix_tree,0.7,8,1,0,8.0,1e-06,0.0,0.0,0,1,False,0.0
ladderActivity,ladderActivity,suffix_tree,0.7,8,6,2,2.0,0.0001,0.0,0.0,1,1,True,0.3333333333333333
ladderActivity,ladderActivity,suffix_tree,0.7,8,2,1,6.0,1e-05,0.0001,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,8,4,2,4.0,0.0001,0.0,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,8,4,2,6.0,1e-05,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,8,2,1,6.0,0.0001,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,8,6,2,4.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
ladderActivity,ladderActivity,suffix_tree,0.7,8,14,13,4.0,1e-06,0.0,0.0,0,1,False,0.9285714285714286
ladderActivity,ladderActivity,suffix_tree,0.7,9,9,6,4.0,1e-05,0.0,0.0,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,suffix_tree,0.7,9,7,5,6.0,1e-06,1e-06,0.0,0,1,False,0.7142857142857143
ladderActivity,ladderActivity,suffix_tree,0.7,9,1,0,8.0,1e-06,0.0,0.0,0,1,False,0.0
ladderActivity,ladderActivity,suffix_tree,0.7,9,6,2,2.0,0.0001,0.0,0.0,1,1,True,0.3333333333333333
ladderActivity,ladderActivity,suffix_tree,0.7,9,2,1,6.0,1e-05,0.0001,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,9,4,2,4.0,0.0001,0.0,0.0,0,1,False,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,9,4,3,6.0,1e-05,1e-06,0.0,0,1,False,0.75
ladderActivity,ladderActivity,suffix_tree,0.7,9,2,1,6.0,0.0001,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,9,6,2,4.0,1e-06,1e-06,0.0,1,1,True,0.3333333333333333
ladderActivity,ladderActivity,suffix_tree,0.7,9,14,13,4.0,1e-06,0.0,0.0,0,1,False,0.9285714285714286
ladderActivity,ladderActivity,suffix_tree,0.7,10,9,7,4.0,1e-05,0.0,0.0,0,1,False,0.7777777777777778
ladderActivity,ladderActivity,suffix_tree,0.7,10,7,6,6.0,1e-06,1e-06,0.0,0,1,False,0.8571428571428571
ladderActivity,ladderActivity,suffix_tree,0.7,10,1,1,8.0,1e-06,0.0,0.0,0,1,False,1.0
ladderActivity,ladderActivity,suffix_tree,0.7,10,6,3,2.0,0.0001,0.0,0.0,0,1,False,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,10,2,2,6.0,1e-05,0.0001,0.0,0,1,False,1.0
ladderActivity,ladderActivity,suffix_tree,0.7,10,4,2,4.0,0.0001,0.0,0.0,0,1,False,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,10,4,2,6.0,1e-05,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,10,2,1,6.0,0.0001,1e-06,0.0,1,1,True,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,10,6,3,4.0,1e-06,1e-06,0.0,0,1,False,0.5
ladderActivity,ladderActivity,suffix_tree,0.7,10,14,13,4.0,1e-06,0.0,0.0,0,1,False,0.9285714285714286
