Target_Activity,TestActivity,mode,Threshold,K,N,GhostCount,L,pmin,gamma_min,eps_suffix,Predict,Actual,Matched,GhostRatio
ladderActivity,ladderActivity,markov,0.6,6,8,1,,,,,1,1,True,0.125
ladderActivity,ladderActivity,markov,0.6,6,3,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.6,6,17,5,,,,,1,1,True,0.2941176470588235
ladderActivity,ladderActivity,markov,0.6,7,12,8,,,,,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,markov,0.6,7,7,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.6,7,4,1,,,,,1,1,True,0.25
ladderActivity,ladderActivity,markov,0.6,7,9,1,,,,,1,1,True,0.1111111111111111
ladderActivity,ladderActivity,markov,0.6,7,6,5,,,,,0,1,False,0.8333333333333334
ladderActivity,ladderActivity,markov,0.6,7,7,1,,,,,1,1,True,0.1428571428571428
ladderActivity,ladderActivity,markov,0.6,7,2,2,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.6,7,8,2,,,,,1,1,True,0.25
ladderActivity,ladderActivity,markov,0.6,7,3,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.6,7,17,6,,,,,1,1,True,0.3529411764705882
ladderActivity,ladderActivity,markov,0.6,8,12,8,,,,,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,markov,0.6,8,7,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.6,8,4,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.6,8,9,2,,,,,1,1,True,0.2222222222222222
ladderActivity,ladderActivity,markov,0.6,8,6,3,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.6,8,7,2,,,,,1,1,True,0.2857142857142857
ladderActivity,ladderActivity,markov,0.6,8,2,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.6,8,8,2,,,,,1,1,True,0.25
ladderActivity,ladderActivity,markov,0.6,8,3,1,,,,,1,1,True,0.3333333333333333
ladderActivity,ladderActivity,markov,0.6,8,17,9,,,,,0,1,False,0.5294117647058824
ladderActivity,ladderActivity,markov,0.6,9,12,9,,,,,0,1,False,0.75
ladderActivity,ladderActivity,markov,0.6,9,7,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.6,9,4,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.6,9,9,1,,,,,1,1,True,0.1111111111111111
ladderActivity,ladderActivity,markov,0.6,9,6,3,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.6,9,7,3,,,,,1,1,True,0.4285714285714285
ladderActivity,ladderActivity,markov,0.6,9,2,1,,,,,0,1,False,0.5
ladderActivity,ladderActivity,markov,0.6,9,8,5,,,,,0,1,False,0.625
ladderActivity,ladderActivity,markov,0.6,9,3,1,,,,,0,1,False,0.3333333333333333
ladderActivity,ladderActivity,markov,0.6,9,17,9,,,,,0,1,False,0.5294117647058824
ladderActivity,ladderActivity,markov,0.6,10,12,9,,,,,0,1,False,0.75
ladderActivity,ladderActivity,markov,0.6,10,7,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.6,10,4,1,,,,,1,1,True,0.25
ladderActivity,ladderActivity,markov,0.6,10,9,2,,,,,1,1,True,0.2222222222222222
ladderActivity,ladderActivity,markov,0.6,10,6,4,,,,,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,markov,0.6,10,7,3,,,,,1,1,True,0.4285714285714285
ladderActivity,ladderActivity,markov,0.6,10,2,1,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.6,10,8,6,,,,,0,1,False,0.75
ladderActivity,ladderActivity,markov,0.6,10,3,1,,,,,0,1,False,0.3333333333333333
ladderActivity,ladderActivity,markov,0.6,10,17,9,,,,,0,1,False,0.5294117647058824
ladderActivity,ladderActivity,markov,0.7,5,4,3,,,,,0,1,False,0.75
ladderActivity,ladderActivity,markov,0.7,5,2,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.7,5,11,4,,,,,0,1,False,0.3636363636363636
ladderActivity,ladderActivity,markov,0.7,5,5,4,,,,,0,1,False,0.8
ladderActivity,ladderActivity,markov,0.7,5,1,1,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.7,5,9,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.7,5,6,1,,,,,1,1,True,0.1666666666666666
ladderActivity,ladderActivity,markov,0.7,5,6,2,,,,,1,1,True,0.3333333333333333
ladderActivity,ladderActivity,markov,0.7,5,7,5,,,,,0,1,False,0.7142857142857143
ladderActivity,ladderActivity,markov,0.7,5,5,4,,,,,0,1,False,0.8
ladderActivity,ladderActivity,markov,0.7,6,4,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.7,6,2,0,,,,,1,1,True,0.0
ladderActivity,ladderActivity,markov,0.7,6,11,5,,,,,0,1,False,0.4545454545454545
ladderActivity,ladderActivity,markov,0.7,6,5,4,,,,,0,1,False,0.8
ladderActivity,ladderActivity,markov,0.7,6,1,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.7,6,9,2,,,,,1,1,True,0.2222222222222222
ladderActivity,ladderActivity,markov,0.7,6,6,1,,,,,1,1,True,0.1666666666666666
ladderActivity,ladderActivity,markov,0.7,6,6,2,,,,,0,1,False,0.3333333333333333
ladderActivity,ladderActivity,markov,0.7,6,7,3,,,,,1,1,True,0.4285714285714285
ladderActivity,ladderActivity,markov,0.7,6,5,2,,,,,0,1,False,0.4
ladderActivity,ladderActivity,markov,0.7,7,4,1,,,,,1,1,True,0.25
ladderActivity,ladderActivity,markov,0.7,7,2,1,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.7,7,11,5,,,,,0,1,False,0.4545454545454545
ladderActivity,ladderActivity,markov,0.7,7,5,5,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.7,7,1,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.7,7,9,8,,,,,0,1,False,0.8888888888888888
ladderActivity,ladderActivity,markov,0.7,7,6,3,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.7,7,6,4,,,,,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,markov,0.7,7,7,5,,,,,0,1,False,0.7142857142857143
ladderActivity,ladderActivity,markov,0.7,7,5,2,,,,,0,1,False,0.4
ladderActivity,ladderActivity,markov,0.7,8,4,1,,,,,1,1,True,0.25
ladderActivity,ladderActivity,markov,0.7,8,2,1,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.7,8,11,6,,,,,0,1,False,0.5454545454545454
ladderActivity,ladderActivity,markov,0.7,8,5,3,,,,,0,1,False,0.6
ladderActivity,ladderActivity,markov,0.7,8,1,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.7,8,9,6,,,,,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,markov,0.7,8,6,2,,,,,0,1,False,0.3333333333333333
ladderActivity,ladderActivity,markov,0.7,8,6,2,,,,,0,1,False,0.3333333333333333
ladderActivity,ladderActivity,markov,0.7,8,7,5,,,,,0,1,False,0.7142857142857143
ladderActivity,ladderActivity,markov,0.7,8,5,2,,,,,1,1,True,0.4
ladderActivity,ladderActivity,markov,0.7,9,4,3,,,,,0,1,False,0.75
ladderActivity,ladderActivity,markov,0.7,9,2,1,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.7,9,11,8,,,,,0,1,False,0.7272727272727273
ladderActivity,ladderActivity,markov,0.7,9,5,5,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.7,9,1,0,,,,,0,1,False,0.0
ladderActivity,ladderActivity,markov,0.7,9,9,8,,,,,0,1,False,0.8888888888888888
ladderActivity,ladderActivity,markov,0.7,9,6,2,,,,,0,1,False,0.3333333333333333
ladderActivity,ladderActivity,markov,0.7,9,6,4,,,,,0,1,False,0.6666666666666666
ladderActivity,ladderActivity,markov,0.7,9,7,6,,,,,0,1,False,0.8571428571428571
ladderActivity,ladderActivity,markov,0.7,9,5,3,,,,,0,1,False,0.6
ladderActivity,ladderActivity,markov,0.7,10,4,4,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.7,10,2,1,,,,,1,1,True,0.5
ladderActivity,ladderActivity,markov,0.7,10,11,8,,,,,0,1,False,0.7272727272727273
ladderActivity,ladderActivity,markov,0.7,10,5,5,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.7,10,1,1,,,,,0,1,False,1.0
ladderActivity,ladderActivity,markov,0.7,10,9,8,,,,,0,1,False,0.8888888888888888
ladderActivity,ladderActivity,markov,0.7,10,6,3,,,,,0,1,False,0.5
ladderActivity,ladderActivity,markov,0.7,10,6,3,,,,,0,1,False,0.5
ladderActivity,ladderActivity,markov,0.7,10,7,6,,,,,0,1,False,0.8571428571428571
ladderActivity,ladderActivity,markov,0.7,10,5,4,,,,,0,1,False,0.8
