Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,pilotActivity,0.3,quantile,1,8
xxx,pilotActivity,0.3,quantile,1,8
slasto,pilotActivity,0.3,quantile,1,3
minestra,pilotActivity,0.3,quantile,1,20
dan,pilotActivity,0.3,quantile,1,7
pabluccio,pilotActivity,0.3,quantile,1,6
Pa0l0l0,pilotActivity,0.3,quantile,1,7
peppe,pilotActivity,0.3,quantile,1,6
bigw,pilotActivity,0.3,quantile,1,4
qwe,pilotActivity,0.3,quantile,1,3
ocran,pilotActivity,0.3,quantile,1,1
ocran,pilotActivity,0.3,quantile,2,1
ocran,pilotActivity,0.3,quantile,3,5
ocran,pilotActivity,0.3,quantile,4,1
ocran,pilotActivity,0.3,quantile,8,2
