Username,Adjective,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
xxx,9.882177565072587e-05,-0.1805213613209942,-0.03631659755667005,0.206840596711106,-0.11939979067670073,-0.07678066290749806,-0.338902501050493,-0.14025392250720362,0.0727162647366064,0.2614251317680465,-0.37379441939513514,0.3227678846576822,0.248002219295148,0.028723371697894472,-0.2243268261935395,-0.04284369556575097,-0.4039234061038333,0.10925708207206525,-0.401896583888272
xxx,0.0009216693499412099,0.20022716883984074,-0.23253608050184904,-0.28419255326713255,0.3558628933715458,-0.01308343852546405,0.3089763929582779,0.04777344531431801,-0.3171587024941369,-0.20791604755251686,-0.3681094017922625,-0.29163770593902,-0.1686204328954824,0.0016060045681996265,0.2202189887644415,-0.23074287589633297,0.09222169292702942,0.3071199011408637,0.055990764432783266
xxx,6.158023358037241e-05,-0.14297157324797222,-0.0646187512372903,0.30567184728341973,0.31537602085963756,-0.12927979948298685,-0.258745599106866,0.22982839099159286,-0.03188724375479468,-0.3075347468805827,-0.21491634682582056,0.15491267518470403,0.3898672164562714,0.11761115477292909,0.21708133493677956,-0.43332064130184167,0.259838286939133,-0.050341233447309654,0.09721683570896163
slasto,-0.0005494848551302727,-0.09093208474548412,-0.13596317291115245,0.17331778447652058,0.17724833837775036,0.1738535679982592,-0.34829995823891624,-0.1895381601727852,-0.2534215130839324,0.05856666227587277,0.3409241529305692,0.13385538107415354,-0.21233546629955719,0.30837862636343566,-0.2198604629668121,0.2562411037199762,-0.3355778983934474,-0.21576532681397328,0.33042183826802757
slasto,-8.034983402908807e-05,0.039854319042367095,-0.0131850832385767,-0.22539760270898418,0.018510229006136112,0.12595983093752133,-0.26371908587508347,0.1441895743269352,-0.3826695331738485,-0.09705470859295996,0.3257233178220042,0.10391020400816822,-0.41193410612716913,-0.06926123523660913,-0.18409667474177308,-0.2289220434102672,0.4074547099480192,0.07563170592155705,0.36825942253156774
slasto,1.442716781916419e-05,-0.24917096824999363,0.08621434808077313,-0.05882762872324906,-0.028925528953459963,0.09673206583123582,-0.0008583099628738407,0.6288064332601491,-0.21385619723666266,0.27828023929275986,0.0360439334976968,0.04238245245854977,0.23372507189474756,-0.18931217935641914,0.3177353208012924,-0.4278855742028231,0.13404211770274035,0.051716488527999406,-0.0028606108603451354
minestra,0.0018514547371966297,0.19843446557514613,0.035718917012365625,-0.1362462577506786,-0.3474078036986697,-0.0216919995035458,0.4129521154225131,0.2925272925834894,-0.16764763375132016,-0.18341780986997233,0.10290097813926799,-0.3554041947061679,-0.10430233612993717,-0.29267027137547047,-0.30127575122526085,0.04836906241666166,0.005182096579009431,0.12825200194715863,-0.39844067684827145
minestra,2.141293085064908e-05,-0.2605756124292628,0.19204246137059625,0.18680492308881924,-0.10622697835863054,0.11714237400806146,0.41635049925229994,-0.35714064304614124,0.16537283165351477,-0.3190877333207843,0.30836495461793845,-0.25833133715433837,0.17339408214901542,-0.2706918771535383,0.17500625729140792,-0.23994568050247386,0.1363344817664944,0.08753845625009343,-0.16012591321335984
pabluccio,0.0010640835791129357,-0.18970721556336226,0.08028119635310915,0.19487880151183964,-0.27185700139925534,0.0354477767651986,-0.3650117256138739,-0.1482755735364706,0.12344374817274838,0.2099182462168975,-0.27133549987426886,0.2969333542858342,0.02413064656198583,0.2748704455535289,-0.055484011796279153,-0.10924959625438342,-0.37886977295173624,0.2666884076357591,-0.4028584914284684
pabluccio,2.2859097176903988e-05,0.31216579710406145,-0.08130064355758608,0.039300347480276804,-0.23469375714725693,0.19038523433274837,-0.2107405137228437,0.2626286934755239,-0.10169183809506373,0.20621963966663265,-0.42120806810102973,0.028643709930389148,0.043278703934641775,-0.346916094637783,0.07370142355680674,-0.5392321982831468,0.05252409960389726,0.06374672407382453,0.18256815311959182
Pa0l0l0,0.0002112021509344025,0.36547535372198686,0.1313968386241552,0.1113747268579565,0.39300730042069165,0.21231867692931053,-0.272612394452803,0.3106454206093422,-0.17002287218791431,0.1884558365823765,-0.40728885048295627,0.04123180687853573,-0.09997835855854403,0.025482273700573085,0.15460854246510863,0.038664746891984486,-0.2905980444315137,-0.10099080012498249,-0.3220379736086307
Pa0l0l0,-8.447793122344177e-06,0.023584537562822763,-0.18768893241479598,-0.08407095633742784,0.2249669496366043,-0.03441770395683882,-0.39839038135515603,0.0020960889016078637,-0.015956124723035276,0.016849798550369628,-0.07610817379769229,0.2871703216518545,-0.40887055422595975,0.05563832509761165,-0.49694497592791304,0.2187650521565908,-0.39185399307777596,-0.18695240617316872,0.06521492384012181
ocran,0.0003109944314093293,-0.25118741825698115,-0.1753885833497048,-0.20587392256691964,0.20503136381155324,-0.106687532329674,0.08147416028465912,-0.18526932453996267,0.29874519007991945,-0.3895970144418695,-0.10183970470943682,0.3460156130939598,-0.565037243380073,0.051509854265324354,-0.1528254160038844,0.1823272816837184,0.123329268656921,0.06664288858141255,0.008577318720559128
ocran,2.81687210941288e-06,-0.16485517616395687,-0.12349062897968491,0.25654715735705724,-0.028140007839222804,0.10256703998892754,-0.19402572962940387,0.12059886523401625,-0.3285503227711272,0.440419844263833,-0.4849389015373397,0.21738658011791168,-0.3961895410329964,-0.040650049178248805,0.12443759441074763,-0.25814069371237525,0.02804383465236219,0.013124432895801319,-0.04709806239029634
ocran,-0.0003613295130344461,-0.05256074862937218,0.13870919819823324,-0.31039145955676695,-0.17365305066219877,-0.2222682925026077,-0.3205799600555925,0.10588148883098118,0.3727988046243108,-0.13059813637745415,-0.34702700046721013,-0.24328111039065284,-0.07898709622403405,0.07285235267532923,-0.07682350489471747,-0.12575686409365092,-0.3855858002136825,0.3436965867895821,-0.22890655809983898
ocran,-0.00015227148732817897,0.04324888256378196,-0.18568408831294622,-0.35934664388393506,0.10280067278277333,0.33845664265503783,-0.22452731218451702,0.03214637297899774,-0.4477454708300798,0.1453529221165092,-0.026961235528197302,0.033398253109247586,-0.33754415206682203,-0.3418431510278453,-0.19678408905011555,0.16161608302219638,-0.36303116603236363,-0.04825252161965,-0.0689337982657585
ocran,2.9036966211147872e-05,-0.16768386641561872,0.0033854768713619332,-0.07252821716351207,0.08556166250437293,-0.041022281671898204,0.050941740514962065,-0.062435677122698506,0.2979756086235063,0.4199836999565045,-0.6888915852466664,-0.1794437845830734,0.2010504041245542,-0.11684149861462775,0.19559111830891687,-0.1510606394838284,0.14466615246151235,-0.11995421326208895,0.16941146683986863
ocran,4.122124346220867e-05,-0.10565833491924195,0.21180810330324903,-0.21004486588082574,0.3792128413006859,0.21281867426336648,-0.07297755146315942,0.09776156862811206,-0.2346817702061761,0.2926687336382474,-0.18845501535252807,0.2668770433813437,-0.18951866133028997,0.12721169890353284,-0.3220660860925739,-0.5274745969143284,0.03130460196771444,0.038627418070210424,0.10899635057711221
