Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
pedro,ladderActivity,0.6,robust,1,6
pedro,ladderActivity,0.6,robust,2,3
pedro,ladderActivity,0.6,robust,3,6
xxx,ladderActivity,0.6,robust,1,3
xxx,ladderActivity,0.6,robust,2,2
xxx,ladderActivity,0.6,robust,3,2
slasto,ladderActivity,0.6,robust,2,17
slasto,ladderActivity,0.6,robust,3,2
slasto,ladderActivity,0.6,robust,5,7
minestra,ladderActivity,0.6,robust,1,3
minestra,ladderActivity,0.6,robust,2,4
minestra,ladderActivity,0.6,robust,3,8
dan,ladderActivity,0.6,robust,1,19
dan,ladderActivity,0.6,robust,2,5
dan,ladderActivity,0.6,robust,3,7
pabluccio,ladderActivity,0.6,robust,1,2
pabluccio,ladderActivity,0.6,robust,2,5
pabluccio,ladderActivity,0.6,robust,3,4
SADAX,ladderActivity,0.6,robust,1,1
SADAX,ladderActivity,0.6,robust,2,6
SADAX,ladderActivity,0.6,robust,3,10
Pa0l0l0,ladderActivity,0.6,robust,1,2
Pa0l0l0,ladderActivity,0.6,robust,2,19
Pa0l0l0,ladderActivity,0.6,robust,3,8
Pa0l0l0,ladderActivity,0.6,robust,4,1
Pa0l0l0,ladderActivity,0.6,robust,5,6
peppe,ladderActivity,0.6,robust,1,5
peppe,ladderActivity,0.6,robust,2,3
peppe,ladderActivity,0.6,robust,3,5
bigw,ladderActivity,0.6,robust,1,1
bigw,ladderActivity,0.6,robust,3,1
bigw,ladderActivity,0.6,robust,4,6
qwe,ladderActivity,0.6,robust,2,1
qwe,ladderActivity,0.6,robust,3,3
qwe,ladderActivity,0.6,robust,5,1
ocran,ladderActivity,0.6,robust,1,2
ocran,ladderActivity,0.6,robust,2,3
ocran,ladderActivity,0.6,robust,3,6
