Username,Activity,Threshold,Scaler,LogNumber,NumberOfSegments
grims2,sphereActivity,0.6,standard,1,1
grims2,sphereActivity,0.6,standard,2,6
grims2,sphereActivity,0.6,standard,3,5
grims2,sphereActivity,0.6,standard,4,4
grims2,sphereActivity,0.6,standard,5,5
grims2,sphereActivity,0.6,standard,6,5
grims2,sphereActivity,0.6,standard,7,4
grims2,sphereActivity,0.6,standard,8,6
grims2,sphereActivity,0.6,standard,9,5
grims2,sphereActivity,0.6,standard,10,4
pedro,sphereActivity,0.6,standard,1,4
pedro,sphereActivity,0.6,standard,3,3
pedro,sphereActivity,0.6,standard,4,8
xxx,sphereActivity,0.6,standard,1,8
xxx,sphereActivity,0.6,standard,2,11
xxx,sphereActivity,0.6,standard,3,7
xxx,sphereActivity,0.6,standard,4,11
xxx,sphereActivity,0.6,standard,5,3
xxx,sphereActivity,0.6,standard,6,12
slasto,sphereActivity,0.6,standard,2,12
slasto,sphereActivity,0.6,standard,3,13
slasto,sphereActivity,0.6,standard,4,16
slasto,sphereActivity,0.6,standard,6,15
slasto,sphereActivity,0.6,standard,7,9
slasto,sphereActivity,0.6,standard,8,4
minestra,sphereActivity,0.6,standard,1,4
minestra,sphereActivity,0.6,standard,2,5
minestra,sphereActivity,0.6,standard,3,5
minestra,sphereActivity,0.6,standard,4,5
minestra,sphereActivity,0.6,standard,5,6
minestra,sphereActivity,0.6,standard,6,5
dan,sphereActivity,0.6,standard,1,8
dan,sphereActivity,0.6,standard,2,15
dan,sphereActivity,0.6,standard,3,13
dan,sphereActivity,0.6,standard,4,5
dan,sphereActivity,0.6,standard,5,19
pabluccio,sphereActivity,0.6,standard,1,16
pabluccio,sphereActivity,0.6,standard,2,14
pabluccio,sphereActivity,0.6,standard,3,7
pabluccio,sphereActivity,0.6,standard,4,9
SADAX,sphereActivity,0.6,standard,1,5
SADAX,sphereActivity,0.6,standard,2,4
SADAX,sphereActivity,0.6,standard,3,5
grims,sphereActivity,0.6,standard,1,10
grims,sphereActivity,0.6,standard,2,6
grims,sphereActivity,0.6,standard,3,7
grims,sphereActivity,0.6,standard,4,5
grims,sphereActivity,0.6,standard,5,4
grims,sphereActivity,0.6,standard,6,4
Pa0l0l0,sphereActivity,0.6,standard,1,4
Pa0l0l0,sphereActivity,0.6,standard,2,6
Pa0l0l0,sphereActivity,0.6,standard,3,4
Pa0l0l0,sphereActivity,0.6,standard,4,5
Pa0l0l0,sphereActivity,0.6,standard,5,4
Pa0l0l0,sphereActivity,0.6,standard,6,6
peppe,sphereActivity,0.6,standard,1,12
peppe,sphereActivity,0.6,standard,2,15
peppe,sphereActivity,0.6,standard,3,18
bigw,sphereActivity,0.6,standard,1,4
bigw,sphereActivity,0.6,standard,2,16
bigw,sphereActivity,0.6,standard,3,10
bigw,sphereActivity,0.6,standard,4,8
bigw,sphereActivity,0.6,standard,5,5
bigw,sphereActivity,0.6,standard,7,9
qwe,sphereActivity,0.6,standard,1,9
qwe,sphereActivity,0.6,standard,2,10
qwe,sphereActivity,0.6,standard,3,7
qwe,sphereActivity,0.6,standard,4,19
qwe,sphereActivity,0.6,standard,6,13
ocran,sphereActivity,0.6,standard,1,6
ocran,sphereActivity,0.6,standard,2,6
ocran,sphereActivity,0.6,standard,3,11
